name,type,color,sweetness,crunchiness,juiciness,acidity,fiber_g,sugar_g,seeds,has_peel,typical_weight_g,is_tropical
blueberry,fruit,blue,5.5,2.0,6.4,3.4,2.36,12.5,many,False,1,False
spinach,vegetable,green,1.6,2.0,8.3,1.3,3.14,0.65,none,False,33,False
potato,vegetable,brown,1.8,6.5,1.2,1.6,2.61,0.58,none,True,239,False
pear,fruit,green,6.1,5.6,6.9,2.9,5.81,15.17,few,True,185,False
apple,fruit,white,7.7,5.5,2.9,3.1,4.58,21.42,few,True,131,False
grape,fruit,purple,6.8,1.2,7.8,4.3,1.55,4.28,few,False,5,False
blueberry,fruit,blue,5.8,1.1,6.9,3.2,1.92,12.63,few,False,1,False
apple,fruit,red,6.1,5.8,6.6,4.7,3.48,17.7,few,True,180,False
pineapple,fruit,brown,7.4,1.7,8.0,4.7,3.01,5.68,many,True,1042,True
carrot,vegetable,orange,5.4,8.1,2.8,3.2,3.59,3.33,none,False,62,False
cucumber,vegetable,green,2.6,4.6,8.0,1.8,0.53,2.68,few,True,342,False
blueberry,fruit,blue,5.8,1.3,6.4,2.8,1.94,11.39,few,False,1,False
grape,fruit,purple,5.9,2.0,6.7,3.8,1.09,5.35,few,False,5,False
onion,vegetable,white,2.2,5.1,3.3,4.7,1.43,4.99,many,True,144,False
spinach,vegetable,green,1.2,2.7,6.2,2.2,2.7,0.65,none,False,29,False
tomato,vegetable,red,6.4,1.8,6.9,2.6,1.51,4.24,many,False,128,False
cucumber,vegetable,orange,2.2,4.3,7.8,2.3,0.39,2.23,few,True,280,False
spinach,vegetable,green,1.2,2.2,5.9,1.4,2.25,0.36,none,False,28,False
pineapple,fruit,brown,7.9,0.6,9.4,6.5,2.03,9.79,none,True,998,True
potato,vegetable,brown,2.8,6.8,2.2,0.4,0.93,0.78,none,True,231,False
bell_pepper,vegetable,green,3.2,4.9,6.1,2.4,1.68,2.56,none,True,124,False
strawberry,fruit,red,7.8,2.9,5.4,3.5,1.44,5.24,many,False,19,False
onion,vegetable,white,3.7,6.8,4.6,5.0,1.23,5.25,many,True,136,False
banana,fruit,yellow,7.8,3.4,4.4,3.6,2.84,14.31,none,True,114,True
pineapple,fruit,brown,6.8,1.4,10,6.7,2.81,8.94,many,True,809,True
banana,fruit,brown,6.3,1.5,5.4,2.4,2.32,16.09,none,True,123,True
apple,fruit,red,8.0,5.5,1.7,5.4,3.78,16.65,many,True,208,False
tomato,vegetable,red,5.2,2.5,7.0,4.5,1.84,4.71,many,False,139,False
bell_pepper,vegetable,green,2.5,4.4,5.9,3.4,1.91,2.91,many,True,132,False
blueberry,fruit,blue,5.7,1.8,6.1,3.4,2.21,8.15,few,False,1,False
orange,fruit,brown,7.6,2.5,8.2,5.0,3.19,11.97,few,True,136,True
apple,fruit,red,6.4,7.0,4.4,4.7,3.42,26.23,few,True,205,False
banana,fruit,yellow,8.0,2.4,4.6,3.9,2.85,12.37,many,True,108,True
mango,fruit,orange,7.7,2.4,9.2,3.9,2.3,16.26,none,True,204,True
watermelon,fruit,green,7.9,1.2,9.3,3.4,0.47,5.61,many,True,9864,False
spinach,vegetable,red,0.6,2.7,6.9,1.8,2.35,0.45,few,False,16,False
spinach,vegetable,green,0.3,3.3,6.6,2.9,1.68,0.32,none,False,25,False
pineapple,fruit,brown,8.0,0.9,10.0,6.7,0.83,12.15,many,True,870,True
onion,vegetable,brown,3.3,5.9,3.6,3.1,2.54,5.4,many,True,147,False
strawberry,fruit,red,6.8,3.7,5.8,3.4,1.43,8.4,none,False,21,False
orange,fruit,orange,8.0,3.0,8.4,4.6,3.72,9.82,few,True,130,True
cucumber,vegetable,yellow,2.4,6.4,7.8,1.5,0.63,1.78,few,True,284,False
onion,vegetable,white,2.5,5.5,4.2,6.2,2.44,4.16,many,True,172,False
apple,fruit,red,6.1,5.0,4.1,3.7,3.09,17.09,few,True,192,False
potato,vegetable,brown,1.4,6.3,1.8,0.9,1.74,1.63,none,True,207,False
tomato,vegetable,red,4.7,1.0,7.1,4.5,1.44,2.68,many,False,131,False
potato,vegetable,brown,1.8,6.0,0.9,1.1,1.96,1.35,none,True,229,False
tomato,vegetable,red,7.0,0.8,7.2,3.8,1.3,3.72,many,False,146,False
grape,fruit,purple,7.7,1.9,9.3,4.3,1.1,2.63,few,False,3,False
pineapple,fruit,brown,6.7,1.0,8.6,6.3,2.75,9.45,many,True,897,True
potato,vegetable,brown,2.5,7.5,1.9,1.5,1.46,0.56,none,True,183,False
mango,fruit,orange,8.2,2.3,8.4,4.8,2.95,11.9,few,True,218,True
carrot,vegetable,orange,5.1,8.6,3.6,3.8,2.96,5.41,none,False,73,False
tomato,vegetable,red,4.8,2.6,8.1,4.8,1.29,3.73,many,False,127,False
onion,vegetable,white,2.5,5.4,4.3,4.7,1.64,3.91,many,True,131,False
apple,fruit,red,4.5,3.4,2.6,2.9,4.64,17.26,few,True,144,False
cucumber,vegetable,green,3.8,5.3,7.5,2.7,0.5,2.47,many,True,310,False
orange,fruit,orange,4.1,3.4,7.8,4.5,3.26,10.41,many,True,133,True
onion,vegetable,white,4.1,6.1,2.9,4.2,2.22,3.51,many,True,128,False
tomato,vegetable,red,4.9,1.7,6.5,3.0,1.64,4.12,few,False,166,False
potato,vegetable,brown,1.8,5.5,2.1,1.1,2.63,0.65,none,True,203,False
apple,fruit,red,7.7,6.2,5.0,4.4,3.79,18.7,few,True,185,False
mango,fruit,orange,7.7,2.2,8.0,3.6,2.0,12.28,few,True,174,True
tomato,vegetable,red,5.1,3.1,7.2,4.0,1.86,4.12,none,False,118,False
blueberry,fruit,blue,5.7,2.9,5.8,3.0,2.95,9.74,few,False,1,False
tomato,vegetable,red,3.1,2.1,7.9,4.3,1.43,4.69,none,False,128,False
pineapple,fruit,brown,7.5,0.9,8.1,7.9,2.06,9.5,many,True,941,True
spinach,vegetable,green,0.6,2.2,6.6,1.8,1.8,0.54,none,False,30,False
pineapple,fruit,brown,5.6,1.4,8.8,6.1,1.37,8.62,many,True,879,True
orange,fruit,orange,5.6,2.6,8.6,4.5,2.94,14.08,many,True,128,True
apple,fruit,blue,5.8,5.0,6.7,1.9,4.67,22.2,few,True,210,False
tomato,vegetable,red,5.7,2.3,7.8,4.2,1.44,4.25,many,False,137,False
carrot,vegetable,orange,3.8,6.9,3.0,3.4,3.19,3.93,none,False,60,False
banana,fruit,yellow,6.9,2.8,5.9,3.2,2.98,12.89,many,True,119,True
mango,fruit,orange,8.1,1.2,7.7,3.9,2.72,14.19,few,True,205,True
pear,fruit,green,6.3,4.3,5.7,3.4,5.36,19.3,few,True,157,False
spinach,vegetable,green,0.5,1.6,8.3,2.9,2.7,0.47,none,False,26,False
blueberry,fruit,blue,5.4,1.1,5.3,3.0,2.17,10.28,few,False,2,False
banana,fruit,yellow,7.7,1.6,4.3,3.0,2.1,15.16,none,True,102,True
banana,fruit,yellow,6.1,3.0,6.2,2.3,3.54,17.55,none,True,120,True
banana,fruit,yellow,6.6,1.2,6.7,2.8,3.23,17.7,none,True,89,True
strawberry,fruit,red,7.5,2.7,6.9,4.1,2.63,6.7,many,False,20,False
banana,fruit,yellow,7.4,2.1,5.1,3.3,2.3,13.19,none,True,125,True
carrot,vegetable,orange,5.0,8.7,3.4,3.1,2.69,4.97,none,False,49,False
cucumber,vegetable,green,3.3,7.7,7.0,2.8,0.18,1.53,few,True,290,False
apple,fruit,red,6.6,5.4,6.2,3.7,4.34,17.06,few,True,228,False
bell_pepper,vegetable,green,4.0,4.4,5.5,2.7,1.72,3.21,none,True,128,False
pineapple,fruit,brown,7.0,1.2,8.7,5.6,3.52,9.13,many,True,872,True
tomato,vegetable,red,3.4,3.1,8.0,3.7,1.5,4.19,many,False,127,False
carrot,vegetable,orange,5.4,8.3,2.4,2.4,3.26,3.61,none,False,71,False
pear,fruit,green,7.0,5.6,4.8,5.2,4.69,18.47,none,True,150,False
apple,fruit,red,5.5,5.8,6.0,1.5,2.85,17.87,few,True,182,False
banana,fruit,yellow,5.6,0.5,5.2,2.7,2.91,14.05,none,True,124,True
pineapple,fruit,brown,3.6,1.8,7.8,6.7,3.01,7.79,many,True,896,True
spinach,vegetable,green,1.4,1.7,8.4,2.0,2.37,0.34,none,False,30,False
pineapple,fruit,brown,5.3,1.2,8.0,5.9,1.31,8.79,many,True,853,True
watermelon,fruit,green,6.3,1.5,9.3,3.0,0.64,4.89,many,True,8293,False
apple,fruit,red,5.2,6.1,3.4,5.5,3.86,18.46,few,True,200,False
carrot,vegetable,brown,4.0,8.0,3.1,3.6,2.82,4.18,none,False,69,False
apple,fruit,red,6.3,6.2,5.5,3.2,4.26,15.84,few,True,188,False
potato,vegetable,brown,2.5,5.2,1.5,0.6,2.81,1.18,none,True,187,False
bell_pepper,vegetable,green,3.9,4.4,5.4,2.5,1.81,2.51,many,True,107,False
strawberry,fruit,white,7.4,2.0,7.3,4.5,1.94,7.23,many,False,22,False
watermelon,fruit,green,4.9,1.3,9.9,2.6,0.66,5.35,many,True,9080,False
strawberry,fruit,orange,7.5,3.7,5.8,3.7,1.84,5.7,many,False,17,False
orange,fruit,orange,5.0,3.8,6.6,4.6,3.56,13.11,many,True,128,True
mango,fruit,orange,6.9,2.3,9.4,3.6,2.71,14.41,few,True,225,True
mango,fruit,orange,7.8,1.3,8.3,4.0,2.37,12.91,none,True,181,True
banana,fruit,yellow,6.2,1.3,5.6,2.5,1.9,12.23,none,True,130,True
mango,fruit,orange,8.5,2.3,7.9,3.7,3.46,13.6,few,True,143,True
pineapple,fruit,brown,5.9,1.1,9.5,7.4,2.46,9.56,many,True,1004,True
carrot,vegetable,brown,6.0,9.6,2.6,1.9,3.19,3.74,many,False,91,False
blueberry,fruit,blue,6.5,2.2,7.3,2.6,2.28,8.82,few,False,2,False
onion,vegetable,white,2.9,7.9,3.8,5.5,1.66,4.9,many,True,141,False
mango,fruit,red,8.0,1.7,7.9,3.2,2.86,15.61,few,True,187,True
apple,fruit,red,5.9,7.9,2.8,4.2,3.99,17.18,none,True,215,False
tomato,vegetable,red,4.9,2.0,8.7,4.0,1.06,4.35,many,False,136,False
grape,fruit,purple,7.6,1.1,6.5,3.4,1.39,5.34,few,False,5,False
blueberry,fruit,blue,4.8,2.6,5.7,2.4,2.94,11.81,few,False,1,False
potato,vegetable,brown,1.1,6.0,2.1,0.8,2.72,1.46,none,True,176,False
blueberry,fruit,blue,5.3,2.0,4.3,3.6,2.94,8.13,few,False,2,False
apple,fruit,red,6.9,6.2,2.2,4.7,4.17,18.28,few,True,128,False
pineapple,fruit,brown,7.5,0.7,9.4,6.2,1.94,10.35,many,True,920,True
pineapple,fruit,brown,6.3,1.4,9.1,4.5,2.54,6.08,many,True,833,True
apple,fruit,red,7.9,5.1,5.9,4.1,4.78,13.41,few,True,153,False
watermelon,fruit,green,7.6,1.1,9.6,3.4,0.66,6.39,many,True,6961,False
orange,fruit,orange,4.6,3.5,8.0,6.0,3.01,14.03,many,True,124,True
mango,fruit,orange,6.8,2.5,6.8,3.7,2.76,12.43,few,True,182,True
pineapple,fruit,brown,5.5,0.8,9.3,6.1,2.87,13.11,many,True,857,True
onion,vegetable,purple,3.3,6.8,5.0,4.9,2.14,4.85,many,True,160,False
cucumber,vegetable,blue,1.8,6.7,8.6,2.7,0.95,3.37,few,True,283,False
spinach,vegetable,blue,1.0,0.9,6.0,0.6,3.35,0.81,none,False,39,False
mango,fruit,orange,7.1,3.1,9.3,3.4,3.08,11.1,few,True,231,True
strawberry,fruit,red,7.0,2.5,6.7,4.2,2.42,6.47,few,False,8,False
spinach,vegetable,green,0.7,1.3,6.4,2.5,3.05,0.62,none,False,35,False
pineapple,fruit,yellow,5.4,0.0,8.6,6.6,1.63,9.04,many,True,1020,True
strawberry,fruit,red,7.3,2.5,6.7,4.9,1.7,6.38,many,False,20,False
pineapple,fruit,brown,6.6,0.7,7.7,6.0,2.19,6.7,many,True,943,True
watermelon,fruit,green,6.7,1.6,9.3,3.2,0.64,2.68,many,True,11205,False
strawberry,fruit,red,7.3,2.2,6.2,3.2,2.03,5.68,many,False,22,False
pear,fruit,green,8.0,3.3,5.1,4.5,6.29,18.7,few,True,149,False
watermelon,fruit,green,6.8,0.7,9.9,3.0,0.25,5.18,many,True,6231,False
pineapple,fruit,brown,5.5,0.8,8.4,6.1,1.86,12.67,many,True,980,True
grape,fruit,orange,6.0,2.0,7.1,3.9,1.51,5.23,few,False,4,False
tomato,vegetable,red,4.6,1.8,8.5,4.4,0.97,4.32,many,False,142,False
strawberry,fruit,red,8.0,2.8,6.0,4.2,2.2,7.1,many,False,18,False
watermelon,fruit,purple,6.7,1.0,8.3,2.9,0.14,5.82,many,True,7493,False
carrot,vegetable,orange,3.9,6.6,1.6,4.1,3.81,6.09,none,False,59,False
strawberry,fruit,red,8.0,1.6,6.7,3.2,2.02,5.49,many,False,19,False
blueberry,fruit,blue,4.5,2.5,5.3,3.0,2.56,10.96,few,False,1,False
blueberry,fruit,blue,6.3,2.0,5.7,2.6,1.64,12.33,few,False,1,False
bell_pepper,vegetable,green,3.8,4.8,6.6,3.0,1.53,2.51,none,True,137,False
apple,fruit,purple,5.0,4.5,4.1,4.4,4.65,17.49,few,True,187,False
blueberry,fruit,blue,6.1,1.2,3.8,3.9,3.18,7.42,few,False,1,False
watermelon,fruit,green,6.3,1.1,9.1,2.3,0.73,6.8,many,True,8959,False
grape,fruit,purple,7.2,1.8,6.1,4.0,1.71,4.89,few,False,3,False
onion,vegetable,white,2.5,5.6,4.8,3.9,1.45,5.18,many,True,136,False
mango,fruit,orange,7.1,2.0,8.3,4.1,1.92,10.44,few,True,224,True
banana,fruit,yellow,6.7,1.9,5.9,3.0,2.65,12.8,none,True,122,True
watermelon,fruit,green,7.6,1.0,9.2,3.6,0.65,5.07,many,True,7966,False
blueberry,fruit,blue,7.0,2.3,6.5,2.2,2.12,10.39,many,False,1,False
orange,fruit,orange,5.6,3.0,7.5,5.5,2.44,9.91,many,True,146,True
pineapple,fruit,brown,8.2,0.6,9.0,7.7,2.32,11.02,many,True,854,True
grape,fruit,purple,9.7,1.7,7.6,4.5,1.49,2.82,few,False,6,False
potato,vegetable,brown,3.2,6.2,1.7,0.3,2.0,0.98,none,True,196,False
spinach,vegetable,green,1.7,2.8,7.2,3.0,2.34,0.6,none,False,36,False
pear,fruit,green,6.0,5.2,7.7,5.2,4.7,20.25,few,True,203,False
grape,fruit,red,9.0,1.3,7.2,4.9,1.56,4.65,few,False,6,False
blueberry,fruit,blue,7.4,2.0,5.9,3.3,2.11,12.11,few,False,1,False
mango,fruit,purple,9.0,1.9,7.2,3.3,2.83,11.41,few,True,180,True
bell_pepper,vegetable,white,3.7,6.6,5.1,3.2,1.58,2.65,many,True,155,False
spinach,vegetable,green,0.9,0.1,6.9,1.8,2.11,0.34,none,False,36,False
spinach,vegetable,green,0.6,1.5,7.0,1.6,1.77,0.54,none,False,24,False
onion,vegetable,white,2.7,6.4,4.8,5.5,1.87,3.6,none,True,129,False
pineapple,fruit,purple,6.0,0.2,9.6,6.2,1.54,10.78,many,True,1015,True
blueberry,fruit,blue,5.8,2.5,5.8,4.6,3.1,10.61,few,False,1,False
banana,fruit,yellow,6.2,2.5,6.6,2.8,2.37,15.86,none,True,108,True
strawberry,fruit,red,4.9,3.3,6.8,3.8,2.06,6.92,many,False,20,False
tomato,vegetable,red,4.2,2.2,8.4,4.5,1.22,5.73,many,False,129,False
strawberry,fruit,red,5.8,3.7,7.7,4.5,1.16,8.32,few,False,14,False
mango,fruit,orange,8.1,1.7,7.5,4.4,3.26,15.64,few,True,242,True
carrot,vegetable,orange,5.2,8.6,1.6,3.0,3.09,5.46,none,False,48,False
cucumber,vegetable,green,2.6,7.0,8.6,1.7,0.86,2.11,none,True,244,False
watermelon,fruit,green,6.9,1.4,8.5,3.0,0.71,4.74,many,True,8091,False
spinach,vegetable,green,0.3,2.0,6.6,2.5,1.64,0.39,none,False,33,False
mango,fruit,orange,8.5,2.3,8.1,5.0,2.52,14.24,few,True,180,True
orange,fruit,orange,6.9,2.0,7.2,6.1,3.18,11.23,many,True,137,True
apple,fruit,red,5.4,7.5,5.1,2.4,4.22,19.17,few,True,242,False
pineapple,fruit,orange,5.9,1.2,9.7,6.0,2.42,13.26,many,True,965,True
grape,fruit,purple,8.2,1.3,6.9,4.4,1.31,6.16,few,False,5,False
apple,fruit,red,7.1,7.5,5.5,3.9,4.01,21.56,few,True,159,False
banana,fruit,yellow,7.0,1.8,5.2,3.6,3.67,13.61,none,True,119,True
spinach,vegetable,green,1.2,2.1,6.5,2.4,3.03,0.69,none,False,30,False
bell_pepper,vegetable,green,4.6,4.7,7.0,2.0,1.74,1.93,many,True,109,False
spinach,vegetable,green,1.0,1.7,6.0,1.9,2.23,0.5,none,False,23,False
strawberry,fruit,red,7.5,4.0,7.3,3.2,2.04,7.1,many,False,17,False
banana,fruit,yellow,7.3,1.4,6.1,2.4,3.35,14.92,few,True,124,True
watermelon,fruit,green,7.6,0.6,9.1,3.0,0.78,6.33,many,True,7847,False
potato,vegetable,brown,2.2,4.0,2.6,1.2,2.66,0.94,none,True,202,False
pineapple,fruit,brown,6.2,1.1,10,5.4,3.39,8.52,many,True,1003,True
spinach,vegetable,green,1.0,1.3,6.9,1.3,2.25,0.61,none,False,34,False
strawberry,fruit,red,6.3,2.8,7.3,4.1,1.93,5.63,many,False,21,False
pear,fruit,green,4.5,5.5,4.6,4.1,5.91,19.4,few,True,190,False
orange,fruit,orange,6.1,2.1,8.3,4.6,3.77,11.96,many,True,124,True
pear,fruit,green,5.6,4.8,6.2,4.9,4.49,19.89,few,True,131,False
bell_pepper,vegetable,green,3.6,5.7,4.7,3.1,1.85,2.84,many,True,122,False
spinach,vegetable,green,1.6,2.7,7.2,1.7,2.36,0.06,none,False,18,False
carrot,vegetable,orange,5.3,8.2,1.8,3.7,3.08,5.44,none,False,57,False
banana,fruit,yellow,7.7,1.3,6.0,3.1,3.21,14.5,none,True,111,True
